Date,Open,High,Low,Close,Adj Close,Volume
2016-12-29,8.400000,8.490000,8.380000,8.425000,8.098911,4435016
2016-12-30,8.455000,8.570000,8.450000,8.480000,8.151782,4518533
2017-01-02,8.505000,8.800000,8.485000,8.790000,8.449783,7718664
2017-01-03,8.945000,9.200000,8.900000,9.100000,8.747786,13070960
2017-01-04,8.985000,9.140000,8.850000,8.980000,8.632429,10286854
2017-01-05,9.020000,9.060000,8.865000,9.005000,8.656463,6544768
2017-01-06,8.865000,9.005000,8.700000,8.855000,8.512268,8036083
2017-01-09,9.500000,9.500000,9.110000,9.125000,8.771817,18548236
2017-01-10,9.120000,9.395000,9.095000,9.345000,8.983303,10272312
2017-01-11,9.290000,9.345000,9.215000,9.290000,8.930431,5574238
2017-01-12,9.285000,9.570000,9.285000,9.435000,9.069819,14493334
2017-01-13,9.480000,9.550000,9.440000,9.440000,9.074625,5063601
2017-01-16,9.405000,9.450000,9.180000,9.180000,8.824690,5294566
2017-01-17,9.140000,9.330000,9.100000,9.205000,8.848722,6262496
2017-01-18,9.220000,9.285000,9.120000,9.155000,8.800657,5276505
2017-01-19,9.035000,9.100000,8.820000,8.970000,8.622817,10036782
2017-01-20,8.970000,9.220000,8.970000,9.190000,8.834302,5626497
2017-01-23,9.360000,9.395000,9.160000,9.220000,8.863141,8112641
2017-01-24,9.260000,9.270000,8.980000,9.075000,8.723753,7210479
2017-01-25,9.090000,9.145000,8.930000,9.025000,8.675689,5172042
2017-01-26,9.025000,9.095000,8.860000,9.010000,8.661269,5128109
2017-01-27,9.070000,9.090000,8.960000,9.020000,8.670882,3459506
2017-01-30,8.960000,8.970000,8.525000,8.550000,8.219073,12187503
2017-01-31,8.515000,8.690000,8.340000,8.610000,8.276751,8986916
2017-02-01,8.650000,8.890000,8.630000,8.785000,8.444977,5364883
2017-02-02,8.785000,8.810000,8.555000,8.555000,8.223880,4195441
2017-02-03,8.595000,8.730000,8.525000,8.730000,8.392106,3154822
2017-02-06,8.740000,8.795000,8.640000,8.645000,8.310396,3686149
2017-02-07,8.650000,8.815000,8.585000,8.625000,8.291170,6126589
2017-02-08,8.545000,8.570000,8.310000,8.400000,8.074879,8621660
2017-02-09,8.170000,8.365000,8.145000,8.145000,7.829749,7270446
2017-02-10,8.310000,8.550000,8.235000,8.330000,8.007588,6762294
2017-02-13,8.390000,8.390000,8.165000,8.240000,7.921072,7362122
2017-02-14,8.240000,8.280000,8.160000,8.220000,7.901846,5922901
2017-02-15,8.225000,8.245000,8.005000,8.025000,7.714393,5677480
2017-02-16,8.020000,8.060000,7.870000,7.925000,7.618264,4787213
2017-02-17,7.900000,7.945000,7.625000,7.650000,7.353908,6745213
2017-02-20,7.650000,7.770000,7.540000,7.540000,7.248165,3805382
2017-02-21,7.550000,8.040000,7.550000,7.995000,7.685554,8963079
2017-02-22,8.045000,8.050000,7.710000,7.800000,7.498102,5417022
2017-02-23,7.845000,7.965000,7.720000,7.920000,7.613457,5199466
2017-02-24,7.895000,7.960000,7.670000,7.720000,7.421198,5810466
2017-02-27,7.720000,7.815000,7.705000,7.765000,7.464456,2433694
2017-02-28,7.740000,8.120000,7.370000,8.015000,7.704781,15868850
2017-03-01,8.125000,8.220000,8.040000,8.160000,7.844168,7683371
2017-03-02,8.185000,8.190000,7.610000,7.640000,7.344295,14637043
2017-03-03,7.630000,7.750000,7.560000,7.670000,7.373134,6633292
2017-03-06,7.650000,7.700000,7.390000,7.490000,7.200100,6889284
2017-03-07,7.620000,7.920000,7.500000,7.920000,7.613457,7521654
2017-03-08,7.885000,7.890000,7.585000,7.700000,7.401972,6173023
2017-03-09,7.525000,7.575000,7.250000,7.410000,7.123197,7450879
2017-03-10,7.425000,7.665000,7.425000,7.650000,7.353908,5944816
2017-03-13,7.555000,7.710000,7.490000,7.490000,7.200100,5807403
2017-03-14,7.500000,7.570000,7.160000,7.220000,6.940550,6021806
2017-03-15,7.310000,7.435000,7.280000,7.430000,7.142423,5550408
2017-03-16,7.450000,7.540000,7.265000,7.270000,6.988616,4698154
2017-03-17,7.305000,7.340000,7.165000,7.165000,6.887680,4712431
2017-03-20,7.165000,7.200000,7.110000,7.150000,6.873260,3666425
2017-03-21,7.200000,7.345000,7.125000,7.185000,6.906905,3863946
2017-03-22,7.030000,7.050000,6.780000,6.875000,6.608904,10360448
2017-03-23,6.930000,6.980000,6.730000,6.775000,6.512774,5791525
2017-03-24,6.820000,7.035000,6.770000,6.985000,6.714646,4882567
2017-03-27,6.990000,7.040000,6.865000,6.870000,6.604097,4380139
2017-03-28,6.920000,7.020000,6.850000,6.930000,6.661775,4871202
2017-03-29,7.000000,7.065000,6.935000,7.065000,6.791550,4738295
2017-03-30,7.115000,7.370000,7.110000,7.320000,7.036681,8880657
2017-03-31,7.340000,7.370000,7.230000,7.230000,6.950163,4276365
2017-04-03,7.300000,7.360000,7.215000,7.270000,6.988616,3515388
2017-04-04,7.250000,7.305000,7.165000,7.250000,6.969390,2903723
2017-04-05,7.305000,7.470000,7.305000,7.440000,7.152036,4294441
2017-04-06,7.350000,7.370000,7.250000,7.265000,6.983809,3781517
2017-04-07,7.340000,7.380000,7.240000,7.315000,7.031874,3064025
2017-04-10,7.315000,7.375000,7.295000,7.375000,7.089551,2467535
2017-04-11,7.400000,7.600000,7.330000,7.340000,7.055906,3750269
2017-04-12,7.450000,7.615000,7.420000,7.615000,7.320262,3438119
2017-04-13,7.615000,7.615000,7.615000,7.615000,7.320262,0
2017-04-18,7.500000,7.520000,7.220000,7.230000,6.950163,5585298
2017-04-19,7.235000,7.280000,7.155000,7.250000,6.969390,4387973
2017-04-20,7.170000,7.255000,7.150000,7.230000,6.950163,4056874
2017-04-21,7.235000,7.250000,7.130000,7.130000,6.854034,4474817
2017-04-24,7.180000,7.225000,7.100000,7.225000,6.945357,3566612
2017-04-25,7.225000,7.300000,7.210000,7.295000,7.012648,2478912
2017-04-26,7.285000,7.295000,7.230000,7.290000,7.007841,1669865
2017-04-27,7.290000,7.290000,7.120000,7.120000,6.844421,3346068
2017-04-28,7.165000,7.300000,7.160000,7.260000,6.979003,4312494
2017-05-02,7.305000,7.565000,7.275000,7.450000,7.161648,6869039
2017-05-03,7.435000,7.460000,7.300000,7.460000,7.171261,3774542
2017-05-04,7.530000,7.840000,7.325000,7.355000,7.070325,12063293
2017-05-05,7.300000,7.600000,7.125000,7.585000,7.291423,7153143
2017-05-08,7.650000,7.740000,7.455000,7.740000,7.440424,4802019
2017-05-09,7.695000,7.785000,7.615000,7.700000,7.401972,5351690
2017-05-10,7.720000,7.940000,7.720000,7.880000,7.575006,5717109
2017-05-11,8.000000,8.005000,7.750000,7.750000,7.450037,5311518
2017-05-12,7.830000,7.885000,7.740000,7.750000,7.450037,2929674
2017-05-15,7.820000,7.970000,7.735000,7.780000,7.478876,4829488
2017-05-16,7.900000,8.195000,7.900000,8.185000,7.868201,13033913
2017-05-18,8.090000,8.115000,7.850000,8.080000,7.767264,7579673
2017-05-19,8.150000,8.215000,8.095000,8.200000,7.882620,5751157
2017-05-22,8.230000,8.295000,8.190000,8.250000,7.930685,4188356
2017-05-23,8.175000,8.260000,8.175000,8.225000,7.906653,3151210
2017-05-24,8.255000,8.330000,8.190000,8.325000,8.002782,3574975
2017-05-26,8.140000,8.160000,7.855000,7.890000,7.584619,6709325
2017-05-29,7.900000,7.945000,7.760000,7.850000,7.546166,3882235
2017-05-30,7.850000,7.950000,7.775000,7.890000,7.584619,3403266
2017-05-31,7.895000,7.930000,7.700000,7.790000,7.488489,5118530
2017-06-01,7.805000,7.985000,7.765000,7.950000,7.642296,3660729
2017-06-02,7.830000,8.005000,7.815000,7.990000,7.680748,4841857
2017-06-06,7.990000,8.030000,7.820000,8.020000,7.709588,3834211
2017-06-07,8.015000,8.150000,7.920000,8.010000,7.699974,3428297
2017-06-08,7.865000,7.950000,7.570000,7.615000,7.320262,8533485
2017-06-09,7.650000,7.680000,7.510000,7.620000,7.325068,5198321
2017-06-12,7.660000,7.840000,7.625000,7.730000,7.430811,4258248
2017-06-13,7.765000,7.870000,7.735000,7.765000,7.464456,2420304
2017-06-14,7.795000,7.820000,7.675000,7.715000,7.416392,2337338
2017-06-15,7.615000,7.630000,7.325000,7.510000,7.219326,7176134
2017-06-16,7.605000,7.645000,7.455000,7.600000,7.305843,3736388
2017-06-19,7.620000,7.630000,7.535000,7.535000,7.243358,2495160
2017-06-20,7.545000,7.545000,7.265000,7.350000,7.065519,5555901
2017-06-21,7.330000,7.495000,7.175000,7.495000,7.204907,4140736
2017-06-22,7.405000,7.485000,7.300000,7.365000,7.079938,4229686
2017-06-23,7.370000,7.555000,7.350000,7.510000,7.219326,4212463
2017-06-26,7.530000,7.580000,7.290000,7.295000,7.012648,5442654
2017-06-27,7.360000,7.770000,7.345000,7.635000,7.339489,6252881
2017-06-28,7.590000,7.750000,7.510000,7.615000,7.320262,3567477
2017-06-29,7.620000,7.870000,7.620000,7.750000,7.450037,5053398
2017-06-30,7.790000,7.805000,7.600000,7.640000,7.344295,3832356
2017-07-03,7.685000,8.035000,7.685000,8.025000,7.714393,6033708
2017-07-04,8.060000,8.075000,7.850000,8.050000,7.738426,3248522
2017-07-05,7.985000,8.070000,7.900000,7.900000,7.594232,4385917
2017-07-06,7.985000,7.985000,7.850000,7.850000,7.546166,3589955
2017-07-07,7.790000,7.850000,7.600000,7.600000,7.305843,7255380
2017-07-10,7.740000,7.965000,7.740000,7.950000,7.642296,4245188
2017-07-11,8.000000,8.070000,7.895000,7.945000,7.637490,3640418
2017-07-12,8.020000,8.275000,8.020000,8.275000,7.954717,9725127
2017-07-13,8.195000,8.235000,8.055000,8.080000,7.767264,4591881
2017-07-14,8.100000,8.295000,8.100000,8.255000,7.935492,3829563
2017-07-17,8.260000,8.315000,8.205000,8.250000,7.930685,3962146
2017-07-18,8.230000,8.400000,8.165000,8.295000,7.973943,4918750
2017-07-19,8.260000,8.365000,8.245000,8.305000,7.983556,3390413
2017-07-20,8.380000,8.495000,8.340000,8.480000,8.151782,5122456
2017-07-21,8.450000,8.585000,8.285000,8.320000,7.997974,5955871
2017-07-24,8.300000,8.615000,8.295000,8.615000,8.281557,5468778
2017-07-25,8.650000,8.780000,8.610000,8.725000,8.387300,4841410
2017-07-26,8.820000,9.000000,8.820000,8.890000,8.545914,6490431
2017-07-27,8.900000,9.045000,8.900000,8.990000,8.642042,7119456
2017-07-28,8.995000,9.075000,8.970000,9.075000,8.723753,6499672
2017-07-31,9.110000,9.240000,9.110000,9.160000,8.805464,8370907
2017-08-01,9.225000,9.260000,8.970000,8.975000,8.627624,7430399
2017-08-02,8.905000,9.175000,8.860000,9.115000,8.762204,5893339
2017-08-03,9.110000,9.165000,8.975000,9.050000,8.699721,5382515
2017-08-04,9.000000,9.030000,8.835000,8.965000,8.618011,5215352
2017-08-07,8.970000,9.140000,8.960000,9.090000,8.738173,6527990
2017-08-08,9.090000,9.130000,9.005000,9.075000,8.723753,3655140
2017-08-09,9.035000,9.130000,9.010000,9.115000,8.762204,4296097
2017-08-10,9.105000,9.245000,9.055000,9.220000,8.863141,6445424
2017-08-11,9.080000,9.080000,8.980000,9.005000,8.656463,5389440
2017-08-14,9.060000,9.100000,8.880000,9.090000,8.738173,5584386
2017-08-15,9.040000,9.040000,8.820000,8.905000,8.560332,6305674
2017-08-16,8.910000,9.030000,8.905000,8.980000,8.632429,4676093
2017-08-17,8.980000,8.980000,8.770000,8.860000,8.517075,6132604
2017-08-18,8.850000,8.855000,8.620000,8.655000,8.320008,4157367
2017-08-21,8.755000,8.825000,8.630000,8.770000,8.430558,5105733
2017-08-22,8.895000,9.000000,8.800000,9.000000,8.651656,4096406
2017-08-23,9.000000,9.000000,8.820000,8.970000,8.622817,4134098
2017-08-24,9.000000,10.140000,8.230000,10.050000,9.661016,54771003
2017-08-25,10.520000,11.450000,10.460000,11.440000,10.997215,45998499
2017-08-28,11.510000,11.570000,10.950000,11.380000,10.939539,30142708
2017-08-29,11.240000,11.700000,11.130000,11.680000,11.227927,26799281
2017-08-30,11.780000,11.980000,11.730000,11.820000,11.362509,13858654
2017-08-31,11.800000,12.310000,11.750000,12.170000,11.698962,23220760
2017-09-01,12.250000,12.280000,11.950000,12.100000,11.631671,9614481
2017-09-04,12.000000,12.280000,11.900000,12.200000,11.727800,9288544
2017-09-05,12.190000,12.310000,12.120000,12.200000,11.727800,7580224
2017-09-06,12.200000,12.240000,12.080000,12.190000,11.718187,6987577
2017-09-07,12.190000,12.240000,12.050000,12.100000,11.631671,5868193
2017-09-08,12.450000,12.630000,12.250000,12.250000,11.775865,12156570
2017-09-11,12.310000,12.310000,12.020000,12.020000,11.554768,4962020
2017-09-12,12.100000,12.360000,12.040000,12.290000,11.814318,5928733
2017-09-13,12.300000,12.490000,12.270000,12.380000,11.900833,6355640
2017-09-14,12.380000,12.420000,11.820000,12.000000,11.535542,12172142
2017-09-15,11.940000,12.090000,11.850000,11.900000,11.439411,5796578
2017-09-18,11.870000,11.950000,11.050000,11.280000,10.843409,16015799
2017-09-19,11.270000,11.690000,11.200000,11.580000,11.131797,9416695
2017-09-20,11.600000,11.700000,11.390000,11.440000,10.997215,4835842
2017-09-21,11.450000,11.730000,11.450000,11.560000,11.112572,7979010
2017-09-22,11.640000,11.670000,11.260000,11.320000,10.881860,5239726
2017-09-25,11.200000,11.380000,11.160000,11.170000,10.737666,10204469
2017-09-26,10.970000,11.880000,10.810000,11.550000,11.102959,17184431
2017-09-27,11.620000,11.720000,11.390000,11.550000,11.102959,8489435
2017-09-28,11.550000,11.690000,11.210000,11.300000,10.862635,11081209
2017-09-29,11.250000,11.250000,10.880000,10.920000,10.497343,10320381
2017-10-02,10.500000,10.670000,9.900000,9.950000,9.564886,25535374
2017-10-03,10.000000,10.650000,10.000000,10.530000,10.122437,14313770
2017-10-04,10.490000,10.750000,10.310000,10.730000,10.314696,12930112
2017-10-05,10.750000,10.830000,10.050000,10.290000,9.891726,12666020
2017-10-06,10.360000,10.520000,10.250000,10.320000,9.920566,10218842
2017-10-09,10.370000,10.870000,10.370000,10.710000,10.295470,15545535
2017-10-10,10.710000,10.760000,10.010000,10.210000,9.814823,16410260
2017-10-11,10.340000,10.520000,10.220000,10.310000,9.910954,10689291
2017-10-12,10.230000,10.300000,10.070000,10.140000,9.747533,7746516
2017-10-13,10.100000,10.460000,10.000000,10.380000,9.978243,18658481
2017-10-16,10.100000,10.200000,9.520000,9.820000,9.439918,33709843
2017-10-17,9.780000,10.320000,9.520000,10.250000,9.853275,20323232
2017-10-18,10.350000,10.650000,10.250000,10.600000,10.189729,18312021
2017-10-19,10.700000,10.850000,10.130000,10.280000,9.882113,16279690
2017-10-20,10.300000,10.470000,10.240000,10.350000,9.949405,6474185
2017-10-23,10.150000,10.220000,9.975000,10.020000,9.632177,7983012
2017-10-24,9.900000,9.915000,9.650000,9.790000,9.411079,16339590
2017-10-25,9.955000,10.310000,9.955000,10.070000,9.680241,11490511
2017-10-26,10.050000,10.050000,9.785000,9.910000,9.526434,7364843
2017-10-27,9.910000,10.350000,9.880000,10.300000,9.901340,10725319
2017-10-30,10.000000,10.040000,9.355000,9.730000,9.353401,25605416
2017-10-31,9.675000,9.990000,9.600000,9.900000,9.516821,16094102
2017-11-01,10.020000,10.160000,9.985000,10.010000,9.622564,12684783
2017-11-02,10.000000,10.000000,9.730000,9.970000,9.584113,8240373
2017-11-03,10.000000,10.180000,9.865000,9.900000,9.516821,10522201
2017-11-06,10.000000,10.160000,9.935000,10.000000,9.612951,9571048
2017-11-07,10.130000,10.600000,10.110000,10.590000,10.180116,18117386
2017-11-08,10.620000,10.620000,10.400000,10.480000,10.074372,7572057
2017-11-09,10.750000,11.000000,10.020000,10.670000,10.257019,22612382
2017-11-10,10.950000,11.000000,10.450000,10.540000,10.132051,14172932
2017-11-13,10.450000,10.490000,10.020000,10.080000,9.689855,8938816
2017-11-14,10.000000,10.350000,9.910000,10.180000,9.785984,12451573
2017-11-15,10.100000,10.100000,9.665000,9.710000,9.334175,8225400
2017-11-16,9.755000,10.070000,9.755000,9.915000,9.531240,7179938
2017-11-17,9.920000,10.040000,9.845000,10.010000,9.622564,6715749
2017-11-20,10.050000,10.050000,9.810000,9.835000,9.454337,6440740
2017-11-21,9.870000,10.310000,9.870000,10.310000,9.910954,8756482
2017-11-22,10.320000,10.330000,9.930000,10.080000,9.689855,7218619
2017-11-23,10.100000,10.140000,10.010000,10.090000,9.699469,2164375
2017-11-24,10.060000,10.120000,9.995000,10.040000,9.651402,3561796
2017-11-27,10.000000,10.030000,9.860000,9.895000,9.512015,4084198
2017-11-28,9.855000,10.020000,9.855000,9.965000,9.579307,4212402
2017-11-29,9.945000,9.985000,9.610000,9.765000,9.387047,7175353
2017-11-30,9.750000,9.800000,9.550000,9.770000,9.391853,5989404
2017-12-01,9.780000,10.260000,9.780000,10.240000,9.843661,9648379
2017-12-04,10.240000,10.250000,9.805000,9.815000,9.435111,7902782
2017-12-05,9.810000,9.850000,9.235000,9.300000,8.940044,12121702
2017-12-06,9.220000,9.330000,8.935000,8.950000,8.603591,8302284
2017-12-07,8.900000,9.160000,8.865000,8.965000,8.618011,5032710
2017-12-08,9.015000,9.070000,8.680000,8.740000,8.401719,7373494
2017-12-11,9.130000,9.750000,9.100000,9.730000,9.353401,15348621
2017-12-12,9.870000,9.890000,9.320000,9.405000,9.040980,9583200
2017-12-13,9.390000,9.530000,9.115000,9.120000,8.767011,5757509
2017-12-14,9.150000,9.300000,9.095000,9.150000,8.795851,3543543
2017-12-15,9.200000,9.200000,9.000000,9.030000,8.680495,5650700
2017-12-18,9.030000,9.105000,8.900000,9.040000,8.690108,4731556
2017-12-19,9.500000,9.595000,9.150000,9.185000,8.829496,10991920
2017-12-20,9.220000,9.300000,9.130000,9.170000,8.815077,4291008
2017-12-21,9.220000,9.565000,9.220000,9.510000,9.141917,8302876
2017-12-22,9.510000,9.565000,9.210000,9.245000,8.887173,4653878
2017-12-27,9.350000,9.680000,9.300000,9.555000,9.185175,7061698
2017-12-28,9.590000,9.590000,9.440000,9.535000,9.165949,3459768
2017-12-29,9.560000,9.690000,9.500000,9.500000,9.132304,5293827
2018-01-02,9.546000,9.670000,9.410000,9.518000,9.149607,5226540
2018-01-03,9.570000,10.040000,9.496000,10.015000,9.627371,16442607
2018-01-04,10.100000,10.200000,9.776000,9.900000,9.516821,9413789
2018-01-05,9.928000,9.976000,9.780000,9.840000,9.459145,8765104
2018-01-08,9.870000,10.190000,9.862000,10.150000,9.757145,9474361
2018-01-09,10.250000,10.580000,10.185000,10.500000,10.093598,16535800
2018-01-10,10.565000,10.630000,10.405000,10.500000,10.093598,9011765
2018-01-11,10.500000,10.850000,10.405000,10.750000,10.333922,13416448
2018-01-12,10.800000,10.810000,10.540000,10.780000,10.362761,8333035
2018-01-15,10.850000,11.135000,10.820000,10.950000,10.526181,9006591
2018-01-16,11.000000,11.000000,10.670000,10.750000,10.333922,7247647
2018-01-17,10.760000,10.970000,10.590000,10.625000,10.213760,9587357
2018-01-18,10.650000,10.740000,10.500000,10.505000,10.098405,5604292
2018-01-19,10.480000,10.770000,10.370000,10.520000,10.112824,8631215
2018-01-22,10.700000,10.750000,10.440000,10.490000,10.083985,6154338
2018-01-23,10.550000,10.695000,10.450000,10.470000,10.064760,6162100
2018-01-24,10.470000,10.580000,10.390000,10.490000,10.083985,5401454
2018-01-25,10.580000,10.790000,10.395000,10.650000,10.237792,9264265
2018-01-26,10.500000,10.550000,10.260000,10.330000,9.930179,9550730
2018-01-29,10.325000,10.525000,10.300000,10.450000,10.045534,6762017
2018-01-30,10.360000,10.450000,9.842000,9.860000,9.478370,11142449
2018-01-31,9.948000,10.075000,9.826000,9.860000,9.478370,8990277
2018-02-01,10.010000,10.215000,9.980000,10.175000,9.781178,4310322
2018-02-02,10.230000,10.330000,9.838000,9.866000,9.484138,8901917
2018-02-05,9.600000,9.864000,9.502000,9.780000,9.401466,8988590
2018-02-06,9.298000,9.690000,9.264000,9.580000,9.209207,9203724
2018-02-07,9.762000,10.130000,9.570000,10.055000,9.665822,8896386
2018-02-08,10.240000,10.240000,9.060000,9.094000,8.742018,36229918
2018-02-09,8.830000,9.056000,8.700000,8.860000,8.517075,17674945
2018-02-12,8.992000,9.356000,8.992000,9.340000,8.978497,9678449
2018-02-13,9.348000,9.350000,9.002000,9.028000,8.678572,7497447
2018-02-14,9.148000,9.182000,8.902000,9.066000,8.715101,6011885
2018-02-15,9.400000,9.750000,9.260000,9.748000,9.370706,17350454
2018-02-16,9.842000,9.870000,9.422000,9.600000,9.228433,7708882
2018-02-19,9.690000,9.896000,9.582000,9.830000,9.449531,6282935
2018-02-20,9.950000,9.960000,9.792000,9.950000,9.564886,5209475
2018-02-21,9.852000,9.972000,9.788000,9.944000,9.559119,3722218
2018-02-22,9.794000,9.996000,9.750000,9.980000,9.593725,5976780
2018-02-23,10.010000,10.330000,10.010000,10.180000,9.785984,11839048
2018-02-26,10.280000,10.390000,10.205000,10.285000,9.886920,5956942
2018-02-27,10.200000,10.730000,10.180000,10.690000,10.276244,12455256
2018-02-28,10.545000,10.840000,10.500000,10.800000,10.381988,7170140
2018-03-01,10.650000,10.650000,10.410000,10.420000,10.016695,7707864
2018-03-02,10.305000,10.500000,10.140000,10.205000,9.810017,5899097
2018-03-05,10.245000,10.595000,10.160000,10.560000,10.151278,5555521
2018-03-06,10.625000,10.870000,10.625000,10.845000,10.425245,7712061
2018-03-07,10.715000,10.865000,10.590000,10.700000,10.285857,5752365
2018-03-08,10.650000,10.850000,10.650000,10.850000,10.430052,5962317
2018-03-09,10.780000,10.885000,10.770000,10.845000,10.425245,7579387
2018-03-12,10.885000,11.100000,10.830000,10.875000,10.454084,6813919
2018-03-13,10.900000,11.095000,10.890000,10.980000,10.555019,8138624
2018-03-14,10.990000,11.120000,10.905000,10.905000,10.482924,6275263
2018-03-15,10.915000,11.045000,10.695000,10.760000,10.343535,9023511
2018-03-16,10.820000,11.010000,10.790000,11.000000,10.574245,7596833
2018-03-19,11.000000,11.350000,11.000000,11.300000,10.862635,9861508
2018-03-20,11.300000,11.595000,11.300000,11.510000,11.064507,9072462
2018-03-21,11.600000,11.970000,11.550000,11.945000,11.482670,10613969
2018-03-22,12.040000,12.170000,11.590000,11.690000,11.237539,13117330
2018-03-23,11.670000,11.990000,11.405000,11.900000,11.439411,14967032
2018-03-26,11.900000,12.190000,11.855000,12.095000,11.626864,9136568
2018-03-27,12.350000,12.680000,12.350000,12.590000,12.102706,13023669
2018-03-28,12.390000,12.470000,12.055000,12.355000,11.876801,9834129
2018-04-03,12.190000,13.105000,12.055000,12.760000,12.266127,16069080
2018-04-04,13.040000,13.320000,12.430000,12.555000,12.069060,9554216
2018-04-05,12.900000,13.140000,12.710000,13.105000,12.597773,8427825
2018-04-06,13.010000,13.845000,13.000000,13.740000,13.208195,13321936
2018-04-09,13.660000,13.815000,13.265000,13.425000,12.905387,11063023
2018-04-10,13.590000,13.620000,13.215000,13.395000,12.876549,10739377
2018-04-11,13.410000,13.720000,13.300000,13.490000,12.967871,9755414
2018-04-12,13.540000,13.745000,13.505000,13.700000,13.169744,7844747
2018-04-13,13.805000,14.190000,13.710000,14.075000,13.530229,12512882
2018-04-16,14.150000,14.150000,13.775000,14.020000,13.477358,8257040
2018-04-17,14.145000,15.000000,14.100000,14.810000,14.236781,14909321
2018-04-18,15.000000,15.245000,14.770000,15.140000,14.554008,11866180
2018-04-19,15.330000,15.620000,15.190000,15.420000,14.823171,10584018
2018-04-20,15.390000,15.740000,15.355000,15.495000,14.895267,9623978
2018-04-23,15.315000,15.435000,15.020000,15.100000,14.515557,10816294
2018-04-24,15.245000,15.980000,15.245000,15.945000,15.327850,11203341
2018-04-25,15.715000,15.800000,15.400000,15.450000,14.852010,9481815
2018-04-26,15.500000,15.900000,15.270000,15.705000,15.097139,10700159
2018-04-27,15.715000,15.920000,15.335000,15.465000,14.866429,7489694
2018-04-30,15.340000,15.375000,14.550000,14.960000,14.380975,8546139
2018-05-02,14.900000,14.955000,14.575000,14.935000,14.356942,7579072
2018-05-03,14.900000,15.200000,14.650000,15.080000,14.496330,6812768
2018-05-04,15.100000,15.200000,14.400000,14.660000,14.092587,8608090
2018-05-07,14.950000,15.150000,14.905000,15.030000,14.448265,5287799
2018-05-08,14.985000,15.130000,14.540000,14.640000,14.073361,6110101
2018-05-09,14.750000,15.330000,14.750000,15.080000,14.496330,8131881
2018-05-11,15.235000,15.470000,15.190000,15.335000,14.741461,5004458
2018-05-14,15.310000,15.335000,14.945000,15.280000,14.688589,4779477
2018-05-15,15.350000,15.630000,15.285000,15.340000,14.746267,6169765
2018-05-16,15.475000,15.475000,15.140000,15.410000,14.813558,4947986
2018-05-18,15.690000,16.500000,15.645000,16.230000,15.601819,11594624
2018-05-22,16.330000,16.930000,16.209999,16.350000,15.717175,8657880
2018-05-23,16.299999,16.299999,15.820000,16.030001,15.409561,6998323
2018-05-24,16.209999,16.615000,15.645000,15.775000,15.164430,9518911
2018-05-25,15.710000,15.720000,14.770000,14.800000,14.227168,9953103
2018-05-28,14.600000,15.125000,14.520000,14.850000,14.275233,4117900
2018-05-29,14.880000,15.140000,14.580000,15.080000,14.496330,5560719
2018-05-30,14.990000,15.640000,14.990000,15.515000,14.914494,8309530
2018-05-31,15.710000,16.129999,15.710000,15.905000,15.289399,8305799
2018-06-01,15.880000,16.270000,15.845000,16.240000,15.611432,9224790
2018-06-04,16.209999,16.320000,15.545000,15.715000,15.106752,6189107
2018-06-05,15.675000,15.880000,15.300000,15.325000,14.731848,5169323
2018-06-06,15.750000,15.845000,15.360000,15.420000,14.823171,4828550
2018-06-07,15.425000,15.605000,15.280000,15.470000,14.871236,3610870
2018-06-08,15.450000,15.500000,15.035000,15.190000,14.602072,5413418
2018-06-11,15.100000,15.250000,14.900000,15.125000,14.539589,4801205
2018-06-12,15.130000,15.295000,14.905000,14.975000,14.395395,4683219
2018-06-13,14.900000,15.295000,14.855000,14.970000,14.390589,5046322
2018-06-14,14.990000,15.115000,14.830000,14.990000,14.409814,5298573
2018-06-15,14.975000,14.995000,14.245000,14.285000,13.732100,7680429
2018-06-18,14.200000,14.525000,13.800000,14.425000,13.866682,6836575
2018-06-19,14.400000,14.400000,14.105000,14.160000,13.611939,4652471
2018-06-20,14.420000,14.650000,14.040000,14.110000,13.563873,6503012
2018-06-21,14.105000,14.105000,13.595000,13.800000,13.265873,7249419
2018-06-22,13.810000,14.455000,13.810000,14.345000,13.789779,9634556
2018-06-25,14.345000,14.345000,13.880000,13.970000,13.429293,5106928
2018-06-26,13.900000,14.740000,13.900000,14.685000,14.116619,7551626
2018-06-27,14.965000,15.280000,14.710000,15.230000,14.640524,6647809
2018-06-28,15.230000,15.390000,15.025000,15.170000,14.582847,5798044
2018-06-29,15.230000,15.470000,14.920000,15.070000,14.486716,5102727
2018-07-02,14.995000,15.240000,14.735000,14.970000,14.390589,4454063
2018-07-03,15.115000,15.325000,14.745000,15.240000,14.650137,6495224
2018-07-04,15.245000,15.245000,14.830000,14.895000,14.318491,3394264
2018-07-05,14.890000,15.140000,14.850000,15.005000,14.424233,3944915
2018-07-06,15.000000,15.000000,14.420000,14.575000,14.010876,5621272
2018-07-09,14.755000,15.250000,14.755000,15.220000,14.630912,6118390
2018-07-10,15.300000,15.930000,15.300000,15.870000,15.255753,6435882
2018-07-11,15.530000,15.620000,15.305000,15.555000,14.952946,5955232
2018-07-12,15.315000,15.720000,15.225000,15.640000,15.034656,5425781
2018-07-13,15.750000,15.800000,15.310000,15.500000,14.900074,4843215
2018-07-16,15.430000,15.715000,15.350000,15.350000,14.755880,3624524
2018-07-17,15.450000,16.120001,15.435000,16.025000,15.404754,6616347
